-3,0641895756363100000;-3,2131515296791500000
-3,1120368833977700000;-3,1668323202357200000
-3,1657285914790700000;-3,1245585412767300000
-3,2145194127142700000;-3,0772330506061500000
-3,2676379683155800000;-3,0354805959342700000
-3,3210414061814600000;-2,9919194679572700000
-3,3693564819325400000;-2,9434864859305400000
-3,4253308554554700000;-2,9029651178245100000
-3,4808453251980300000;-2,8614248548940800000
-3,5288290692453400000;-2,8116739066565500000
-3,5856384357938000000;-2,7700467960369400000
-3,6363282458344900000;-2,7215582347648300000
